beginYear,beginMonth,beginDay,beginHour,beginMinute,eventId,eventType,latitude,longitude,stationId
2010,1,20,22,18,203472,Hail,32.27,-94.93,KSHV
2010,1,20,22,20,210615,Hail,30.63,-90.39,KLIX
2010,1,20,22,26,203447,Tornado,31.5095,-93.9232,KPOE
2010,1,20,22,30,213761,Hail,36.5876,-121.8304,KMUX
2010,1,20,22,45,209815,Hail,32.75,-96.47,KFWS
2010,1,20,22,55,203471,Hail,32.49,-94.58,KSHV
2010,1,20,22,59,209816,Hail,32.9103,-96.1339,KFWS
2010,1,20,23,0,275834,Flood,36.15,-120.3162,KHNX
2010,1,20,23,0,209817,Hail,32.6185,-95.9801,KFWS
2010,1,20,23,8,209819,Hail,32.6302,-95.9498,KFWS
2010,1,20,23,18,203448,Tornado,32.4869,-94.1689,KSHV
2010,1,20,23,19,209830,Tornado,32.571,-95.8725,KFWS
2010,1,20,23,38,203449,Tornado,32.5182,-94.0432,KSHV
2010,1,20,23,40,210594,Thunderstorm Wind,32.9566,-95.93,KFWS
2010,1,20,23,43,209820,Hail,32.6747,-95.7102,KFWS
2010,1,20,23,48,203446,Tornado,31.7667,-93.2623,KPOE
2010,1,20,23,50,210088,Flash Flood,32.55,-90.4,KJAN
2010,1,20,23,50,209821,Hail,32.05,-95.97,KFWS
2010,1,20,23,50,203470,Hail,32.68,-93.96,KSHV
2010,1,20,23,53,211519,Hail,32.5037,-90.3452,KJAN
2010,1,20,23,55,203469,Hail,32.47,-93.8,KSHV
2010,1,20,23,58,203467,Hail,32.59,-93.89,KSHV
2010,1,20,23,58,203468,Hail,32.47,-93.8,KSHV
2010,1,21,0,0,211802,Heavy Rain,33.8651,-118.0305,KSOX
2010,1,21,0,1,210450,Tornado,32.4755,-90.2386,KJAN
2010,1,21,0,5,209823,Hail,33.0579,-95.7368,KFWS
2010,1,21,0,5,210583,Thunderstorm Wind,32.0023,-95.7575,KFWS
2010,1,21,0,7,203466,Hail,32.59,-93.89,KSHV
2010,1,21,0,10,203465,Hail,32.7,-93.73,KSHV
2010,1,21,0,15,203464,Hail,32.75,-95.01,KSHV
2010,1,21,0,15,209822,Hail,33.72,-95.8,KFWS
2010,1,21,0,20,203462,Hail,32.73,-94.98,KSHV
2010,1,21,0,20,203461,Hail,32.73,-94.95,KSHV
2010,1,21,0,20,210499,Tornado,32.0649,-95.6903,KFWS
2010,1,21,0,22,209832,Tornado,33.0531,-95.7142,KFWS
2010,1,21,0,23,210502,Tornado,32.0872,-95.6296,KFWS
2010,1,21,0,28,203463,Hail,32.73,-94.95,KSHV
2010,1,21,0,30,210487,Thunderstorm Wind,33.1735,-95.592,KFWS
2010,1,21,0,30,211761,Lightning,35.98,-96.76,KTLX
2010,1,21,0,32,213119,Hail,34.0945,-95.48,KSRX
2010,1,21,0,32,210489,Thunderstorm Wind,33.109,-95.5937,KFWS
2010,1,21,0,35,209833,Tornado,33.1321,-95.56,KFWS
2010,1,21,0,41,210486,Thunderstorm Wind,33.1467,-95.5001,KSHV
2010,1,21,0,47,211520,Hail,32.5667,-89.9221,KJAN
2010,1,21,0,52,202559,Hail,35.06,-97.48,KTLX
2010,1,21,0,53,213120,Hail,34.1213,-95.2,KSRX
2010,1,21,0,55,213440,Tornado,30.6831,-90.393,KLIX
2010,1,21,0,55,202566,Hail,35.3426,-97.3938,KTLX
2010,1,21,0,58,203450,Tornado,32.1923,-95.3492,KSHV
2010,1,21,1,3,202561,Hail,35.182,-97.4502,KTLX
2010,1,21,1,5,211570,Hail,32.77,-89.11,KJAN
2010,1,21,1,5,203459,Hail,32.08,-92.66,KPOE
2010,1,21,1,6,203654,Heavy Rain,29.71,-81.54,KJAX
2010,1,21,1,7,209220,Thunderstorm Wind,35.1261,-120.6295,KVBX
2010,1,21,1,9,203451,Tornado,32.24,-95.268,KSHV
2010,1,21,1,15,209824,Hail,33.54,-95.34,KSHV
2010,1,21,1,20,202563,Hail,34.26,-99.46,KFDR
2010,1,21,1,22,203458,Hail,32.3,-95.17,KSHV
2010,1,21,1,25,211759,Lightning,34.64,-97.1248,KTLX
2010,1,21,1,35,203457,Hail,34.17,-94.31,KSRX
2010,1,21,1,44,203445,Tornado,32.6735,-94.5777,KSHV
2010,1,21,1,45,212320,Hail,34.24,-94.32,KSRX
2010,1,21,1,49,203456,Hail,32.23,-92.27,KPOE
2010,1,21,2,0,202564,Hail,34.09,-98.56,KFDR
2010,1,21,2,0,264902,Flash Flood,32.9832,-117.2717,KNKX
2010,1,21,2,5,210089,Flash Flood,32.77,-89.04,KJAN
2010,1,21,2,10,203455,Hail,32.51,-92.08,KSHV
2010,1,21,2,10,212222,Lightning,32.53,-92.78,KSHV
2010,1,21,2,13,211579,Hail,31.9531,-90.5335,KJAN
2010,1,21,2,20,203454,Hail,32.91,-94.24,KSHV
2010,1,21,2,21,203453,Hail,32.39,-94.87,KSHV
2010,1,21,2,41,211580,Hail,32.2212,-90.3538,KJAN
2010,1,21,2,50,213765,Flash Flood,30.6407,-88.2496,KMOB
2010,1,21,3,0,213784,Flash Flood,30.697,-88.1151,KMOB
2010,1,21,3,0,213776,Flash Flood,30.6771,-88.142,KMOB
2010,1,21,3,0,213772,Flash Flood,30.6731,-88.059,KMOB
2010,1,21,3,0,213771,Flash Flood,30.6086,-88.0751,KMOB
2010,1,21,3,0,213787,Flash Flood,30.6354,-88.3291,KMOB
2010,1,21,3,0,213789,Flash Flood,30.6514,-88.3186,KMOB
2010,1,21,3,0,213768,Flash Flood,30.6032,-88.2093,KMOB
2010,1,21,3,0,213786,Flash Flood,30.5632,-88.2109,KMOB
2010,1,21,3,5,202560,Hail,34.5011,-97.947,KFDR
2010,1,21,4,0,210090,Flash Flood,31.5,-89.74,KJAN
2010,1,21,4,0,210092,Flash Flood,31.14,-89.41,KLIX
2010,1,21,4,0,210445,Heavy Rain,32.33,-90.87,KJAN
2010,1,21,4,8,210446,Flash Flood,32.0797,-91.2445,KJAN
2010,1,21,4,30,211790,Thunderstorm Wind,32.21,-90.87,KJAN
2010,1,21,4,30,210093,Flash Flood,32.3295,-90.8899,KJAN
2010,1,21,4,48,203572,Lightning,30.47,-81.64,KJAX
2010,1,21,4,50,213798,Flash Flood,30.8988,-86.995,KEVX
2010,1,21,4,50,213809,Flash Flood,30.7807,-87.2111,KMOB
2010,1,21,5,2,211792,Hail,32.2099,-90.687,KJAN
2010,1,21,5,15,211791,Thunderstorm Wind,32.3,-90.46,KJAN
2010,1,21,5,20,203452,Flash Flood,33.068,-93.1764,KSHV
2010,1,21,5,25,210222,Flash Flood,32.33,-90.6,KJAN
2010,1,21,5,42,210226,Flash Flood,32.3513,-90.8791,KJAN
2010,1,21,6,50,210451,Tornado,31.8343,-90.3799,KJAN
2010,1,21,7,0,210228,Flash Flood,32.4228,-90.1218,KJAN
2010,1,21,7,5,213117,Thunderstorm Wind,35.38,-94.42,KSRX
2010,1,21,7,20,210221,Flash Flood,32.35,-90.4542,KJAN
2010,1,21,7,20,210438,Flash Flood,32.15,-90.13,KJAN
2010,1,21,7,30,210439,Flash Flood,31.7199,-90.4003,KJAN
2010,1,21,8,0,210440,Flash Flood,33.07,-91.03,KJAN
2010,1,21,8,27,210441,Flash Flood,32.3023,-90.2335,KJAN
2010,1,21,8,30,210443,Flash Flood,33.52,-90.19,KJAN
2010,1,21,9,0,229456,Flash Flood,30.1836,-85.7483,KEVX
2010,1,21,9,0,213816,Flash Flood,30.9958,-87.2388,KMOB
2010,1,21,9,0,213820,Flash Flood,30.9044,-87.4416,KMOB
2010,1,21,9,0,213821,Flash Flood,30.839,-87.5758,KMOB
2010,1,21,9,0,213817,Flash Flood,30.9629,-87.4548,KMOB
2010,1,21,9,0,229455,Flash Flood,30.0648,-84.4849,KTLH
2010,1,21,10,0,229457,Flash Flood,30.2975,-86.0559,KEVX
2010,1,21,10,0,213826,Flash Flood,30.7844,-86.8987,KEVX
2010,1,21,10,0,213831,Flash Flood,30.7332,-87.2736,KMOB
2010,1,21,10,0,213834,Flash Flood,30.853,-86.8567,KEVX
2010,1,21,10,0,229458,Flash Flood,30.9418,-85.8691,KEVX
2010,1,21,10,40,213849,Flash Flood,30.75,-86.6,KEVX
2010,1,21,11,41,213122,Thunderstorm Wind,32.8984,-86.6445,KBMX
2010,1,21,12,11,213838,Marine Thunderstorm Wind,30.4062,-86.6868,KEVX
2010,1,21,12,49,213837,Marine Thunderstorm Wind,30.4101,-86.4684,KEVX
2010,1,21,12,51,213839,Marine Thunderstorm Wind,30.4549,-86.5218,KEVX
2010,1,21,13,0,229460,Flash Flood,31.0534,-83.952,KTLH
2010,1,21,13,0,229459,Flash Flood,30.6956,-84.1113,KTLH
2010,1,21,13,0,228968,Thunderstorm Wind,30.87,-85.16,KEOX
2010,1,21,13,0,228967,Thunderstorm Wind,30.69,-85.39,KEVX
2010,1,21,13,9,213126,Thunderstorm Wind,32.9465,-85.4022,KMXX
2010,1,21,13,15,211251,Hail,35.611,-90.332,KNQA
2010,1,21,13,15,213079,Thunderstorm Wind,33.13,-85.37,KMXX
2010,1,21,13,25,225620,Hail,30.06,-84.48,KTLH
2010,1,21,13,30,209753,Flood,33.53,-112.89,KIWA
2010,1,21,13,30,211984,Flash Flood,31.9821,-83.8028,KJGX
2010,1,21,13,37,228957,Hail,30.18,-84.36,KTLH
2010,1,21,14,0,228959,Thunderstorm Wind,30.17,-84.37,KTLH
2010,1,21,14,20,211249,Hail,36.2366,-90.0536,KNQA
2010,1,21,15,0,204150,Flood,33.35,-110.46,KIWA
2010,1,21,15,0,264904,Flood,33.8501,-116.7545,KSOX
2010,1,21,15,0,212008,Heavy Rain,33.9026,-116.6803,KSOX
2010,1,21,15,10,228960,Thunderstorm Wind,30.43,-83.59,KVAX
2010,1,21,15,30,228961,Thunderstorm Wind,30.44,-84.28,KTLH
2010,1,21,15,40,228958,Hail,30.23,-84.2498,KTLH
2010,1,21,15,49,228970,Thunderstorm Wind,30.8011,-83.27,KVAX
2010,1,21,16,0,213824,Flash Flood,30.8427,-87.088,KMOB
2010,1,21,17,0,205123,Flood,31.9742,-110.628,KEMX
2010,1,21,17,10,228962,Thunderstorm Wind,30.11,-83.58,KVAX
2010,1,21,17,15,203657,Thunderstorm Wind,30.27,-82.96,KVAX
2010,1,21,17,17,209754,Flood,33.51,-112.42,KIWA
2010,1,21,17,20,203816,Thunderstorm Wind,30.88,-81.96,KJAX
2010,1,21,17,30,203658,Thunderstorm Wind,30.23,-82.8,KVAX
2010,1,21,17,40,203660,Thunderstorm Wind,30.45,-82.28,KJAX
2010,1,21,17,45,203815,Tornado,30.5172,-82.0508,KJAX
2010,1,21,17,48,203661,Thunderstorm Wind,30.08,-82.64,KVAX
2010,1,21,17,50,203804,Tornado,30.5363,-82.0404,KJAX
2010,1,21,18,10,203805,Tornado,30.56,-81.83,KJAX
2010,1,21,18,20,207627,Lightning,37.0,-89.18,KPAH
2010,1,21,18,20,212325,Flash Flood,33.2924,-116.9179,KNKX
2010,1,21,18,22,203656,Tornado,29.9914,-82.1998,KJAX
2010,1,21,18,25,203662,Thunderstorm Wind,29.96,-82.16,KJAX
2010,1,21,18,29,218823,Tornado,30.0125,-82.0459,KJAX
2010,1,21,18,30,203664,Thunderstorm Wind,30.43,-81.44,KJAX
2010,1,21,18,30,203663,Thunderstorm Wind,30.43,-81.44,KJAX
2010,1,21,18,30,203665,Thunderstorm Wind,30.05,-82.07,KJAX
2010,1,21,18,45,203666,Thunderstorm Wind,29.9,-81.81,KJAX
2010,1,21,18,45,203826,Funnel Cloud,30.0287,-81.8564,KJAX
2010,1,21,18,50,203671,Thunderstorm Wind,30.0448,-81.6669,KJAX
2010,1,21,18,54,203674,Thunderstorm Wind,29.98,-81.81,KJAX
2010,1,21,18,57,203685,Thunderstorm Wind,30.0,-81.72,KJAX
2010,1,21,18,57,203690,Thunderstorm Wind,30.0,-81.72,KJAX
2010,1,21,19,0,203651,Hail,30.01,-81.69,KJAX
2010,1,21,19,1,203697,Thunderstorm Wind,29.98,-81.69,KJAX
2010,1,21,19,10,203708,Thunderstorm Wind,29.78,-82.03,KJAX
2010,1,21,19,12,203713,Thunderstorm Wind,29.92,-81.59,KJAX
2010,1,21,19,15,203574,Flood,29.9467,-82.4313,KVAX
2010,1,21,19,15,207628,Heavy Rain,37.98,-87.55,KHPX
2010,1,21,19,20,203715,Thunderstorm Wind,30.08,-81.46,KJAX
2010,1,21,19,33,206929,Flash Flood,35.2059,-116.8341,KEYX
2010,1,21,19,33,203576,Funnel Cloud,29.89,-81.29,KJAX
2010,1,21,19,40,209225,Thunderstorm Wind,34.4138,-119.6984,KVTX
2010,1,21,19,45,209494,Heavy Rain,37.83,-87.58,KHPX
2010,1,21,19,45,203716,Thunderstorm Wind,29.84,-81.27,KJAX
2010,1,21,19,45,203673,Thunderstorm Wind,29.73,-81.88,KJAX
2010,1,21,19,45,207629,Heavy Rain,37.08,-88.63,KPAH
2010,1,21,19,50,203652,Heavy Rain,29.8,-82.01,KJAX
2010,1,21,20,0,212318,Flash Flood,34.0381,-117.0159,KSOX
2010,1,21,20,10,203667,Thunderstorm Wind,29.97,-81.59,KJAX
2010,1,21,20,12,203121,Funnel Cloud,29.2667,-81.0544,KMLB
2010,1,21,20,15,203653,Heavy Rain,29.6,-81.25,KJAX
2010,1,21,20,24,203812,Marine Thunderstorm Wind,30.0,-80.6,KJAX
2010,1,21,20,25,209223,Tornado,34.2518,-119.1949,KVTX
2010,1,21,20,25,212336,Thunderstorm Wind,33.0231,-117.014,KNKX
2010,1,21,20,30,212972,Flash Flood,34.3912,-117.3821,KSOX
2010,1,21,20,35,202837,Thunderstorm Wind,37.0,-85.92,KOHX
2010,1,21,20,36,212145,Flash Flood,34.0167,-117.0284,KSOX
2010,1,21,20,40,207630,Hail,36.62,-88.32,KPAH
2010,1,21,20,45,211248,Hail,36.4266,-88.1891,KHPX
2010,1,21,20,50,210447,Hail,36.52,-86.03,KOHX
2010,1,21,21,0,203575,Flood,29.9369,-82.1137,KJAX
2010,1,21,21,0,203578,Flood,29.92,-82.71,KVAX
2010,1,21,21,0,203577,Flood,29.9889,-82.7477,KVAX
2010,1,21,21,10,203718,Thunderstorm Wind,29.65,-81.62,KJAX
2010,1,21,21,20,205446,Thunderstorm Wind,35.26,-85.17,KHTX
2010,1,21,21,30,205492,Thunderstorm Wind,35.26,-85.07,KHTX
2010,1,21,21,30,205445,Thunderstorm Wind,35.24,-85.15,KHTX
2010,1,21,21,30,203648,Flood,29.7159,-81.5092,KJAX
2010,1,21,21,40,210449,Hail,36.108,-86.2653,KOHX
2010,1,21,21,45,211130,Hail,36.1982,-85.9335,KOHX
2010,1,21,21,48,211131,Hail,36.1003,-86.132,KOHX
2010,1,21,21,50,211139,Hail,36.48,-87.84,KHPX
2010,1,21,21,54,211145,Hail,36.1757,-85.6727,KOHX
2010,1,21,21,55,211153,Hail,36.4195,-85.3812,KOHX
2010,1,21,22,0,203649,Funnel Cloud,29.1,-82.01,KJAX
2010,1,21,22,0,211120,Hail,36.2108,-85.5931,KOHX
2010,1,21,22,10,211460,Hail,36.52,-86.03,KOHX
2010,1,21,22,15,210782,Hail,35.15,-86.74,KHTX
2010,1,21,22,18,211462,Hail,35.79,-87.52,KOHX
2010,1,21,22,19,210783,Hail,35.13,-86.72,KHTX
2010,1,21,22,23,211466,Hail,35.72,-85.92,KOHX
2010,1,21,22,30,211465,Hail,35.36,-87.34,KOHX
2010,1,21,22,36,210784,Hail,35.19,-86.11,KHTX
2010,1,21,22,36,210785,Hail,35.15,-86.56,KHTX
2010,1,21,22,37,211468,Hail,35.82,-85.78,KOHX
2010,1,21,22,43,210786,Hail,35.19,-86.11,KHTX
2010,1,21,22,48,206922,Flash Flood,35.19,-114.01,KESX
2010,1,21,22,48,206930,Flash Flood,34.13,-116.32,KSOX
2010,1,21,22,50,202836,Hail,36.69,-85.14,KOHX
2010,1,21,22,58,210774,Tornado,35.2017,-85.8919,KHTX
2010,1,21,23,0,206942,Flash Flood,36.1513,-115.2091,KESX
2010,1,21,23,0,204147,Thunderstorm Wind,33.61,-114.59,KYUX
2010,1,21,23,0,211220,Heavy Rain,32.73,-114.63,KYUX
2010,1,21,23,0,212333,Flood,32.7814,-117.1093,KNKX
2010,1,21,23,10,208489,Tornado,33.5105,-114.7453,KYUX
2010,1,21,23,14,206931,Flash Flood,36.2485,-116.7857,KEYX
2010,1,21,23,15,205453,Tornado,35.23,-85.83,KHTX
2010,1,21,23,15,210773,Tornado,34.7,-86.6398,KHTX
2010,1,21,23,18,202854,Thunderstorm Wind,29.0507,-81.3093,KMLB
2010,1,21,23,20,203286,Lightning,37.6119,-84.8534,KLVX
2010,1,21,23,24,206933,Flash Flood,34.8184,-114.6396,KESX
2010,1,21,23,25,211476,Hail,35.3306,-85.7033,KHTX
2010,1,21,23,30,211475,Hail,35.34,-85.66,KHTX
2010,1,21,23,40,208522,Thunderstorm Wind,33.8431,-114.4171,KYUX
2010,1,21,23,45,205443,Hail,35.17,-85.56,KHTX
2010,1,21,23,45,211470,Hail,36.54,-86.68,KOHX
2010,1,21,23,48,205491,Tornado,35.11,-85.69,KHTX
2010,1,21,23,50,211469,Hail,35.4919,-86.4588,KHTX
2010,1,22,0,0,206943,Flash Flood,36.7036,-114.6721,KESX
2010,1,22,0,0,202838,Thunderstorm Wind,36.7081,-86.608,KOHX
2010,1,22,0,0,213483,Flood,34.1079,-111.24,KFSX
2010,1,22,0,0,213485,Heavy Rain,33.98,-112.36,KIWA
2010,1,22,0,15,205496,Thunderstorm Wind,35.26,-85.21,KHTX
2010,1,22,0,15,206923,Thunderstorm Wind,35.21,-114.03,KESX
2010,1,22,0,25,203802,Thunderstorm Wind,29.14,-82.09,KJAX
2010,1,22,0,30,206944,Flash Flood,36.125,-115.1779,KESX
2010,1,22,0,30,208353,Flash Flood,35.0755,-114.5613,KESX
2010,1,22,0,43,205493,Thunderstorm Wind,35.37,-85.39,KHTX
2010,1,22,0,45,205444,Hail,35.02,-85.71,KHTX
2010,1,22,1,10,209755,Flood,33.42,-112.11,KIWA
2010,1,22,1,15,211983,Hail,33.53,-85.25,KFFC
2010,1,22,1,30,206924,Flash Flood,35.895,-114.0333,KESX
2010,1,22,1,30,206926,Flash Flood,35.1969,-114.053,KESX
2010,1,22,1,30,206925,Flash Flood,35.0155,-114.38,KESX
2010,1,22,1,31,206935,Flash Flood,34.1396,-116.3708,KSOX
2010,1,22,1,45,208527,Flood,33.38,-112.24,KIWA
2010,1,22,1,54,209216,Flash Flood,34.1766,-117.8895,KSOX
2010,1,22,2,1,209222,Hail,34.1411,-118.7893,KVTX
2010,1,22,2,15,205494,Thunderstorm Wind,35.57,-85.25,KHTX
2010,1,22,2,22,205495,Thunderstorm Wind,35.58,-85.2,KHTX
2010,1,22,2,45,211989,Hail,33.72,-84.17,KFFC
2010,1,22,3,0,209221,Thunderstorm Wind,33.9344,-118.1566,KSOX
2010,1,22,3,0,213486,Heavy Rain,34.21,-112.11,KFSX
2010,1,22,3,0,213487,Heavy Rain,34.3394,-112.8626,KFSX
2010,1,22,3,10,211988,Hail,33.7689,-83.9022,KFFC
2010,1,22,3,20,213488,Heavy Rain,34.2395,-110.8905,KFSX
2010,1,22,3,30,258258,Flash Flood,34.3134,-112.0866,KFSX
2010,1,22,3,30,204151,Thunderstorm Wind,33.6512,-111.8655,KIWA
2010,1,22,3,45,204152,Thunderstorm Wind,33.19,-111.8,KIWA
2010,1,22,4,0,205202,Thunderstorm Wind,31.92,-111.88,KEMX
2010,1,22,4,30,213484,Flood,34.1881,-112.0757,KFSX
2010,1,22,4,45,205556,Flash Flood,33.05,-111.61,KIWA
2010,1,22,5,0,208059,Flood,32.6129,-109.72,KEMX
2010,1,22,6,0,205889,Thunderstorm Wind,32.3062,-111.0288,KEMX
2010,1,22,6,28,212635,Thunderstorm Wind,28.0855,-82.3341,KTBW
2010,1,22,7,0,205122,Flood,33.4842,-109.3,KFSX
2010,1,22,7,0,204146,Flood,33.233,-108.2558,KHDX
2010,1,22,8,48,203120,Thunderstorm Wind,28.3837,-81.2443,KMLB
2010,1,22,9,43,206928,Flood,34.6658,-113.5774,KESX
2010,1,22,10,48,206519,Flood,33.8499,-113.6742,KYUX
